,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
129,KIA,Rare,2005,Sedan,250632.0,2000.0,Metan/Propan,Manual,2690.0,17,14743.058823529413
130,Seat,Rare,1998,Combi,300000.0,1900.0,Diesel,Manual,1450.0,24,12500.0
131,Skoda,Fabia,2012,Minivan,165500.0,1200.0,Diesel,Manual,5100.0,10,16550.0
132,Mitsubishi,Outlander,2011,SUV,248000.0,2000.0,Petrol,Automatic,9900.0,11,22545.454545454544
133,Ford,Focus,2016,Universal,170000.0,1499.0,Diesel,Manual,8890.0,6,28333.33333333333
134,Renault,Megane,2008,Universal,245000.0,1500.0,Diesel,Manual,3600.0,14,17500.0
135,Honda,Civic,1999,Universal,290000.0,1500.0,Petrol,Manual,1800.0,23,12608.695652173914
136,Hyundai,Tucson,2014,Crossover,120000.0,200.0,Metan/Propan,Automatic,12000.0,8,15000.0
137,Renault,Rare,2007,Sedan,211000.0,1400.0,Petrol,Manual,2900.0,15,14066.666666666666
138,Audi,A4,2012,Sedan,166700.0,2000.0,Petrol,Automatic,10200.0,10,16670.0
139,Audi,Rare,2016,Hatchback,145000.0,1400.0,Electric,Automatic,16450.0,6,24166.666666666668
140,Lexus,CT Series,2014,Sedan,81700.0,1800.0,Hybrid,Automatic,12450.0,8,10212.5
141,Toyota,Auris,2013,Universal,142865.0,1400.0,Diesel,Manual,8700.0,9,15873.888888888889
142,Vaz,2107,2007,Sedan,135865.0,1400.0,Petrol,Manual,1500.0,15,9057.666666666666
143,Renault,Grand Scenic,2013,Minivan,181000.0,1500.0,Diesel,Automatic,7000.0,9,20111.11111111111
144,Skoda,Octavia,2014,Universal,155000.0,1400.0,Petrol,Automatic,9700.0,8,19375.0
145,Skoda,Octavia,2015,Sedan,164000.0,1600.0,Diesel,Automatic,12750.0,7,23428.571428571428
146,Volkswagen,Rare,2010,Coupe,150589.0,1400.0,Petrol,Manual,7999.0,12,12549.083333333334
147,Ford,Focus,2015,Universal,152523.0,1500.0,Diesel,Automatic,9300.0,7,21789.0
148,Opel,Astra,2007,Universal,190000.0,1300.0,Diesel,Manual,4499.0,15,12666.666666666666
149,Toyota,Avensis,2014,Universal,165000.0,2000.0,Diesel,Manual,15600.0,8,20625.0
150,BMW,7 Series,2006,Sedan,260000.0,3000.0,Diesel,Automatic,11000.0,16,16250.0
151,Toyota,Auris,2011,Hatchback,182251.0,1798.0,Hybrid,Automatic,8200.0,11,16568.272727272728
152,Fiat,Rare,2008,Hatchback,185000.0,1300.0,Diesel,Automatic,3600.0,14,13214.285714285714
153,Chevrolet,Aveo,2012,Hatchback,187000.0,1300.0,Diesel,Manual,4600.0,10,18700.0
154,Renault,Megane,2005,Sedan,190000.0,1500.0,Diesel,Manual,3200.0,17,11176.470588235294
155,Suzuki,Rare,2005,SUV,400000.0,2700.0,Petrol,Automatic,5500.0,17,23529.41176470588
156,Volkswagen,Golf,2010,Hatchback,225550.0,2000.0,Petrol,Automatic,9650.0,12,18795.83333333333
157,Daewoo,Rare,2003,Hatchback,220000.0,1400.0,Petrol,Manual,2000.0,19,11578.947368421052
158,Nissan,Almera,2003,Hatchback,90000.0,1500.0,Petrol,Manual,1000.0,19,4736.8421052631575
159,Renault,Grand Scenic,2013,Minivan,165000.0,1500.0,Diesel,Manual,7500.0,9,18333.33333333333
160,Honda,Rare,2018,Hatchback,36000.0,1500.0,Plug-in Hybrid,Automatic,18499.0,4,9000.0
161,Toyota,Rare,2015,Minivan,102000.0,1800.0,Petrol,Automatic,12500.0,7,14571.42857142857
162,BMW,5 Series,2004,Sedan,2899.0,2500.0,Petrol,Manual,6100.0,18,161.05555555555554
163,Mitsubishi,Outlander,2003,Crossover,208367.0,2000.0,Petrol,Manual,4600.0,19,10966.684210526317
164,Volkswagen,Touran,2011,Minivan,168000.0,1400.0,Petrol,Manual,7999.0,11,15272.727272727272
165,Toyota,Rare,2019,Hatchback,2500.0,1800.0,Plug-in Hybrid,Automatic,18999.0,3,833.3333333333334
166,Volkswagen,Transporter,2004,Microvan,190000.0,1896.0,Diesel,Manual,6300.0,18,10555.555555555557
167,Skoda,Octavia,2011,Universal,210000.0,1400.0,Petrol,Manual,6400.0,11,19090.90909090909
168,Lincoln,Rare,2014,Sedan,160000.0,2000.0,Hybrid,Automatic,12200.0,8,20000.0
169,Renault,Scenic,2004,Universal,180000.0,1500.0,Diesel,Manual,3300.0,18,10000.0
170,Mercedes,Rare,1984,Universal,100000.0,2400.0,Diesel,Manual,1000.0,38,2631.5789473684213
171,Toyota,Land Cruiser Prado,2007,Crossover,202000.0,2700.0,Metan/Propan,Automatic,14600.0,15,13466.666666666666
172,Volkswagen,Polo,2017,Hatchback,170000.0,1422.0,Diesel,Manual,8200.0,5,34000.0
173,Volkswagen,Jetta,2013,Sedan,198000.0,1400.0,Hybrid,Automatic,8400.0,9,22000.0
174,KIA,Rio,2004,Universal,183454.0,1300.0,Petrol,Manual,2500.0,18,10191.888888888889
175,BMW,X6,2013,Crossover,104000.0,2979.0,Petrol,Automatic,30900.0,9,11555.555555555557
176,Toyota,Corolla,2006,Hatchback,119000.0,1600.0,Petrol,Automatic,5700.0,16,7437.5
177,Opel,Corsa,2007,Hatchback,283000.0,1300.0,Diesel,Manual,3499.0,15,18866.666666666668
178,Toyota,Auris,2017,Hatchback,146000.0,1800.0,Hybrid,Automatic,11900.0,5,29200.0
179,Nissan,Qashqai,2009,Crossover,202000.0,1990.0,Petrol,Manual,7100.0,13,15538.46153846154
180,Ford,C-Max,2016,Microvan,141000.0,1500.0,Diesel,Manual,9000.0,6,23500.0
181,Renault,Megane,2013,Minivan,220000.0,1500.0,Diesel,Manual,5000.0,9,24444.444444444445
182,Renault,Grand Scenic,2008,Hatchback,232012.0,1500.0,Diesel,Manual,3700.0,14,16572.285714285714
183,KIA,Sorento,2018,SUV,38999.0,2000.0,Diesel,Automatic,24800.0,4,9749.75
184,Nissan,Qashqai,2014,Crossover,219000.0,1500.0,Diesel,Manual,10999.0,8,27375.0
185,Land Rover,Freelander,2007,SUV,300000.0,2200.0,Diesel,Automatic,9200.0,15,20000.0
186,Mazda,626,1994,Sedan,300000.0,200.0,Metan/Propan,Manual,18000.0,28,10714.285714285714
187,Toyota,Prius,2011,Hatchback,121000.0,1800.0,Hybrid,Automatic,7900.0,11,11000.0
188,Hyundai,Matrix,2004,Universal,250000.0,1500.0,Diesel,Manual,4000.0,18,13888.888888888889
189,Toyota,Auris,2014,Universal,200000.0,1390.0,Diesel,Manual,8600.0,8,25000.0
190,Audi,Q5,2013,SUV,143000.0,2000.0,Petrol,Automatic,17850.0,9,15888.888888888889
191,Volkswagen,Caddy,2013,Universal,174000.0,2000.0,Diesel,Manual,9650.0,9,19333.33333333333
192,Volkswagen,Golf,2009,Universal,200000.0,1400.0,Petrol,Manual,4800.0,13,15384.615384615385
193,Nissan,Qashqai,2007,Crossover,137660.0,1500.0,Diesel,Manual,6600.0,15,9177.333333333334
194,Opel,Astra,2011,Universal,213548.0,1300.0,Diesel,Manual,5650.0,11,19413.454545454544
195,Toyota,Yaris,2006,Sedan,193096.0,1500.0,Petrol,Manual,3700.0,16,12068.5
196,Opel,Rare,1992,Coupe,400000.0,2000.0,Metan/Propan,Manual,1600.0,30,13333.333333333334
197,Renault,Kadjar,2016,Crossover,150425.0,1500.0,Diesel,Automatic,14990.0,6,25070.83333333333
198,Ford,Fusion,2018,Sedan,105000.0,2000.0,Hybrid,Automatic,15000.0,4,26250.0
199,Volkswagen,Passat,2000,Combi,191000.0,1800.0,Metan/Propan,Automatic,3850.0,22,8681.818181818182
200,Renault,Clio,1998,Hatchback,129448.0,1600.0,Petrol,Automatic,2399.0,24,5393.666666666667
201,Renault,Rare,2015,Minivan,168000.0,1600.0,Diesel,Automatic,18650.0,7,24000.0
202,BMW,3 Series,1994,Sedan,180000.0,1600.0,Petrol,Manual,2400.0,28,6428.571428571428
203,Skoda,Rare,2015,Crossover,150000.0,1400.0,Petrol,Automatic,11000.0,7,21428.571428571428
204,Land Rover,Rare,2007,SUV,223000.0,2700.0,Diesel,Automatic,15000.0,15,14866.666666666666
205,Volkswagen,Sharan,2011,Universal,141000.0,1400.0,Petrol,Manual,9800.0,11,12818.181818181818
206,Volkswagen,Passat,2003,Sedan,250000.0,1922.0,Diesel,Automatic,4600.0,19,13157.894736842103
207,Mercedes,E Class,2006,Sedan,250000.0,2200.0,Diesel,Automatic,9999.0,16,15625.0
208,Opel,Astra,2011,Universal,176000.0,1300.0,Diesel,Manual,6000.0,11,16000.0
209,Renault,Grand Scenic,2014,Universal,167000.0,1500.0,Diesel,Automatic,8600.0,8,20875.0
210,BMW,7 Series,2008,Sedan,387000.0,300.0,Petrol,Automatic,12000.0,14,27642.85714285714
211,BMW,7 Series,2011,Sedan,180000.0,2999.0,Diesel,Automatic,22000.0,11,16363.636363636364
212,Peugeot,Rare,2006,Minivan,170000.0,2000.0,Diesel,Automatic,2000.0,16,10625.0
213,Honda,CR-V,2013,SUV,178500.0,2200.0,Diesel,Manual,15700.0,9,19833.33333333333
214,Skoda,Superb,2012,Sedan,265000.0,1800.0,Petrol,Automatic,8999.0,10,26500.0
215,Mercedes,E Class,2002,Sedan,331200.0,2200.0,Diesel,Automatic,6399.0,20,16560.0
216,Skoda,Superb,2017,Sedan,120000.0,1999.0,Petrol,Automatic,23900.0,5,24000.0
217,Volkswagen,Jetta,2013,Sedan,110000.0,1400.0,Hybrid,Automatic,8000.0,9,12222.222222222224
218,Hyundai,ix35,2010,Pickup,190000.0,2000.0,Diesel,Automatic,12000.0,12,15833.333333333334
219,Toyota,Rare,2014,Hatchback,144947.0,1496.0,Hybrid,Automatic,7499.0,8,18118.375
220,Renault,Grand Scenic,2012,Universal,180000.0,1500.0,Diesel,Manual,7499.0,10,18000.0
221,BMW,X5,2012,SUV,157000.0,3000.0,Petrol,Automatic,17499.0,10,15700.0
222,Renault,Talisman,2016,Sedan,151130.0,1500.0,Diesel,Manual,12499.0,6,25188.33333333333
223,Renault,Megane,2006,Universal,170000.0,2000.0,Metan/Propan,Manual,2900.0,16,10625.0
224,Nissan,Juke,2011,SUV,155000.0,1600.0,Petrol,Automatic,9300.0,11,14090.90909090909
225,Subaru,Rare,2011,Hatchback,116000.0,1400.0,Diesel,Automatic,7300.0,11,10545.454545454546
226,Dacia,Logan,2007,Sedan,185000.0,1500.0,Diesel,Manual,3400.0,15,12333.333333333334
227,Nissan,X-Trail,2015,SUV,124000.0,1600.0,Diesel,Automatic,13000.0,7,17714.285714285714
228,Mercedes,C Class,2015,Universal,222000.0,2000.0,Plug-in Hybrid,Automatic,17500.0,7,31714.285714285717
229,Toyota,Rav 4,2016,Crossover,133494.0,2494.0,Hybrid,Automatic,21500.0,6,22249.0
230,Mercedes,S Class,2001,Sedan,250830.0,4000.0,Diesel,Automatic,4700.0,21,11944.285714285714
231,Rare,Rare,2016,Sedan,150000.0,1596.0,Metan/Propan,Manual,3200.0,6,25000.0
232,Seat,Ibiza,2011,Universal,190000.0,1200.0,Diesel,Manual,5100.0,11,17272.727272727272
233,Nissan,Juke,2012,Crossover,124000.0,1600.0,Petrol,Automatic,9999.0,10,12400.0
234,Audi,A4,1997,Sedan,300000.0,1800.0,Metan/Propan,Automatic,2700.0,25,12000.0
235,Opel,Astra,2012,Universal,200000.0,1300.0,Diesel,Manual,6000.0,10,20000.0
236,Citroen,Rare,2006,Universal,240000.0,1600.0,Diesel,Manual,2700.0,16,15000.0
237,Mercedes,C Class,2015,Sedan,75000.0,2000.0,Petrol,Automatic,19000.0,7,10714.285714285714
238,BMW,X3,2009,SUV,192000.0,200.0,Diesel,Manual,11000.0,13,14769.23076923077
239,Ford,Rare,2011,Hatchback,130000.0,1400.0,Metan/Propan,Manual,4700.0,11,11818.181818181818
240,Volvo,XC90,2015,SUV,180000.0,2000.0,Petrol,Automatic,26500.0,7,25714.285714285717
241,Renault,Megane,2014,Universal,210000.0,1500.0,Diesel,Manual,7199.0,8,26250.0
242,BMW,5 Series,2017,Sedan,77000.0,2000.0,Diesel,Automatic,33000.0,5,15400.0
243,Hyundai,Santa FE,2012,SUV,180000.0,2200.0,Diesel,Automatic,16750.0,10,18000.0
244,Skoda,Superb,2012,Sedan,196000.0,1600.0,Diesel,Manual,9950.0,10,19600.0
245,BMW,X3,2015,Crossover,159000.0,1996.0,Diesel,Automatic,20500.0,7,22714.285714285717
246,Nissan,Rare,2013,Hatchback,172000.0,1461.0,Diesel,Manual,6299.0,9,19111.11111111111
247,Toyota,Rav 4,2019,Crossover,19000.0,2500.0,Hybrid,Automatic,30000.0,3,6333.333333333333
248,Volvo,XC90,2015,SUV,155000.0,1996.0,Petrol,Automatic,27800.0,7,22142.85714285714
249,Lexus,CT Series,2016,Hatchback,64000.0,1798.0,Hybrid,Automatic,16000.0,6,10666.666666666666
250,Renault,Rare,2011,Hatchback,174000.0,1461.0,Diesel,Manual,4550.0,11,15818.181818181818
251,Toyota,Auris,2010,Hatchback,187000.0,1400.0,Diesel,Manual,6500.0,12,15583.333333333334
252,Toyota,Auris,2007,Hatchback,235000.0,1500.0,Diesel,Manual,5400.0,15,15666.666666666666
253,BMW,7 Series,2017,Sedan,92000.0,2993.0,Diesel,Automatic,45000.0,5,18400.0
254,Volkswagen,Caddy,2014,Minivan,180000.0,1600.0,Diesel,Manual,5800.0,8,22500.0
255,Opel,Corsa,2011,Hatchback,125000.0,1300.0,Diesel,Manual,3750.0,11,11363.636363636364
256,Honda,CR-V,2013,Crossover,192000.0,2200.0,Diesel,Automatic,17500.0,9,21333.33333333333
257,Mitsubishi,Rare,1995,Minivan,300000.0,2000.0,Metan/Propan,Manual,2500.0,27,11111.111111111111
258,Volkswagen,Polo,2007,Hatchback,240000.0,1400.0,Diesel,Manual,3750.0,15,16000.0
259,Hyundai,Santa FE,2015,Crossover,161000.0,2000.0,Diesel,Automatic,18000.0,7,23000.0
260,Mazda,6,2014,Sedan,230000.0,2200.0,Diesel,Automatic,13000.0,8,28750.0
261,Volkswagen,Caddy,2015,Microvan,152000.0,1600.0,Diesel,Manual,10300.0,7,21714.285714285717
262,BMW,5 Series,2006,Sedan,312000.0,2500.0,Petrol,Automatic,7800.0,16,19500.0
263,BMW,5 Series,2002,Sedan,251000.0,2499.0,Diesel,Manual,4650.0,20,12550.0
264,Mercedes,E Class,2019,Sedan,50000.0,2200.0,Diesel,Automatic,37000.0,3,16666.666666666668
265,Volkswagen,Golf,2009,Universal,180000.0,1400.0,Petrol,Manual,5300.0,13,13846.153846153846
266,Toyota,Corolla,2007,Universal,226000.0,1400.0,Diesel,Manual,5500.0,15,15066.666666666666
267,Audi,A4,2004,Cabriolet,200000.0,1800.0,Petrol,Automatic,6500.0,18,11111.111111111111
268,Volkswagen,Caddy,2012,Minivan,163500.0,200.0,Diesel,Manual,14200.0,10,16350.0
269,Toyota,Auris,2013,Hatchback,133000.0,1798.0,Hybrid,Automatic,10000.0,9,14777.777777777776
270,Volkswagen,Jetta,2013,Sedan,131000.0,1400.0,Hybrid,Automatic,8500.0,9,14555.555555555557
271,Opel,Astra,2006,Universal,368000.0,1300.0,Diesel,Manual,3650.0,16,23000.0
272,BMW,3 Series,2006,Sedan,180000.0,300.0,Petrol,Automatic,6000.0,16,11250.0
273,Skoda,Fabia,2011,Universal,160000.0,1200.0,Diesel,Manual,4999.0,11,14545.454545454546
274,Mercedes,E Class,2016,Sedan,161024.0,2200.0,Diesel,Automatic,26950.0,6,26837.33333333333
275,Honda,Civic,2006,Hatchback,195000.0,1400.0,Petrol,Manual,5400.0,16,12187.5
276,Ford,Fusion,2015,Sedan,124000.0,2000.0,Plug-in Hybrid,Automatic,11499.0,7,17714.285714285714
277,Ford,Fusion,2003,Hatchback,330000.0,1400.0,Diesel,Automatic,4100.0,19,17368.42105263158
278,Dacia,Logan,2005,Sedan,21548.0,1400.0,Metan/Propan,Manual,2200.0,17,1267.529411764706
279,Volkswagen,Golf,2004,Hatchback,200000.0,1399.0,Petrol,Manual,4200.0,18,11111.111111111111
280,Mercedes,GLK Class,2014,Crossover,131000.0,2200.0,Diesel,Automatic,19900.0,8,16375.0
281,Toyota,Rare,1998,Sedan,268000.0,1800.0,Petrol,Manual,2650.0,24,11166.666666666666
282,Honda,CR-V,2014,Crossover,128200.0,2200.0,Diesel,Automatic,17999.0,8,16025.0
283,Volvo,XC90,2006,SUV,162000.0,2900.0,Metan/Propan,Automatic,8490.0,16,10125.0
284,Volkswagen,Touran,2012,Minivan,211856.0,200.0,Diesel,Automatic,6000.0,10,21185.6
285,Volkswagen,Polo,1998,Hatchback,98000.0,1000.0,Petrol,Manual,900.0,24,4083.3333333333335
286,Toyota,Camry,2015,Sedan,73179.0,2500.0,Petrol,Automatic,14000.0,7,10454.142857142857
287,Audi,A4,2012,Sedan,88000.0,3000.0,Petrol,Automatic,14800.0,10,8800.0
288,Hyundai,ix35,2014,Crossover,150300.0,2000.0,Petrol,Automatic,13200.0,8,18787.5
289,Mercedes,E Class,1996,Sedan,460000.0,2200.0,Diesel,Manual,1300.0,26,17692.30769230769
290,Renault,Kadjar,2015,Crossover,139000.0,1461.0,Diesel,Automatic,12800.0,7,19857.14285714286
291,Opel,Astra,2006,Hatchback,360000.0,1300.0,Diesel,Manual,2999.0,16,22500.0
292,Volkswagen,Transporter,2010,Minivan,203000.0,2000.0,Diesel,Manual,8250.0,12,16916.666666666668
293,Honda,Accord,1996,Sedan,325000.0,1997.0,Petrol,Manual,2200.0,26,12500.0
294,Skoda,Superb,2014,Sedan,202300.0,1598.0,Diesel,Automatic,13199.0,8,25287.5
295,Lexus,GS Series,2005,Sedan,230000.0,4300.0,Petrol,Automatic,10000.0,17,13529.411764705885
296,Renault,Megane,2012,Universal,162200.0,1461.0,Diesel,Manual,5899.0,10,16220.0
297,Skoda,Octavia,2018,Universal,146600.0,1600.0,Diesel,Automatic,12700.0,4,36650.0
298,Opel,Astra,2010,Hatchback,97000.0,1598.0,Petrol,Automatic,7700.0,12,8083.333333333333
299,Toyota,Auris,2014,Universal,191000.0,1800.0,Metan/Propan,Automatic,9700.0,8,23875.0
300,Toyota,Camry,2018,Sedan,60000.0,2500.0,Metan/Propan,Automatic,20000.0,4,15000.0
301,Renault,Grand Scenic,2013,Universal,190000.0,1500.0,Diesel,Manual,8500.0,9,21111.11111111111
302,Renault,Kadjar,2015,SUV,184000.0,1500.0,Diesel,Automatic,10999.0,7,26285.714285714286
303,Volvo,XC90,2006,SUV,294000.0,2400.0,Diesel,Automatic,8500.0,16,18375.0
304,Volkswagen,Golf,2010,Hatchback,164000.0,1400.0,Petrol,Automatic,7650.0,12,13666.666666666666
305,Lexus,CT Series,2011,Hatchback,122841.0,1800.0,Hybrid,Automatic,11600.0,11,11167.363636363636
306,Mazda,Rare,2008,Hatchback,172000.0,1399.0,Diesel,Manual,4999.0,14,12285.714285714286
307,BMW,X5,2017,Crossover,100000.0,2000.0,Hybrid,Automatic,37000.0,5,20000.0
308,Skoda,Octavia,2009,Universal,235000.0,1400.0,Petrol,Automatic,6200.0,13,18076.92307692308
309,Fiat,Rare,2012,Combi,256000.0,1300.0,Diesel,Manual,4490.0,10,25600.0
310,Audi,A8,2004,Sedan,314000.0,3000.0,Diesel,Automatic,5650.0,18,17444.444444444445
311,Mercedes,B Class,2014,Microvan,194000.0,1991.0,Metan/Propan,Automatic,10000.0,8,24250.0
312,Dacia,Duster,2012,Crossover,67000.0,1500.0,Diesel,Manual,7200.0,10,6700.0
